# 大きい,小さい
# 白鳥 > にわとり = ふくろう = ペンギン >> すずめ
チェロ,1,ヴァイオリン,1,フルート,3,クラリネット,4,ハープ,5
# 綺麗だ,醜い
# サクラ > すずらん = 桔梗 > ひまわり = たんぽぽ
サクラ,1,すずらん,2,桔梗,2,ひまわり,4,たんぽぽ,4
# 好きだ,嫌いだ
# サクラ > ひまわり = たんぽぽ > すずらん = 桔梗
サクラ,1,ひまわり,2,たんぽぽ,2,すずらん,4,桔梗,4
# 美味しい,不味い
# サンマルク > タリーズ = ドトール = コメダ > ルノアール
サンマルク,1,タリーズ,2,ドトール,2,コメダ,2,ルノアール,5
# 高い,安い
# コメダ > ドトール = サンマルク = タリーズ = ルノアール
コメダ,1,ドトール,2,サンマルク,2,タリーズ,2,ルノアール,2
# 好調だ,不調だ
# キャノン > 富士通 = エプソン = パナソニック > 日立製作所 = ソニー > 東芝
キャノン,1,富士通,2,エプソン,2,パナソニック,2,日立製作所,5,ソニー,5,東芝,7
# 新しい,古い
# キャノン > 富士通 > 東芝 = パナソニック = エプソン > 日立製作所 = ソニー
キャノン,1,富士通,2,東芝,3,パナソニック,3,エプソン,3,日立製作所,6,ソニー,6
# 裕福だ,貧乏だ
# インド > ロシア = イギリス = スペイン = アメリカ > タイ = 中国
インド,1,ロシア,2,イギリス,2,スペイン,2,アメリカ,2,タイ,6,中国,6
# 広大だ,せまい
# ロシア > アメリカ = 中国 > インド > イギリス > スペイン = タイ
ロシア,1,アメリカ,2,中国,2,インド,4,イギリス,5,スペイン,6,タイ,6
# 暖かい,寒い
# インド = タイ >> スペイン = アメリカ = イギリス = 中国 > ロシア
インド,1,タイ,1,スペイン,3,アメリカ,3,イギリス,3,中国,3,ロシア,7
# 好調だ,不調だ
# ホンダ = ヤマハ > トヨタ > ダイハツ = マツダ
ホンダ,1,ヤマハ,1,トヨタ,3,ダイハツ,4,マツダ,4
# 有名だ,無名だ
# ホンダ = ヤマハ > ダイハツ > マツダ = トヨタ
ホンダ,1,ヤマハ,1,ダイハツ,3,マツダ,4,トヨタ,4
# 美味しい,不味い
# チューハイ > ウイスキー > ハイボール > 日本酒 = ビール
チューハイ,1,ウイスキー,2,ハイボール,3,日本酒,4,ビール,4
# 高価だ,安価だ
# ウイスキー > 日本酒 > ビール > ハイボール = チューハイ
ウイスキー,1,日本酒,2,ビール,3,ハイボール,4,チューハイ,4
# 好きだ,嫌いだ
# ラーメン = カレー > ハンバーガー = ピザ > チャーハン
ラーメン,1,カレー,1,ハンバーガー,3,ピザ,3,チャーハン,5
# 脂っこい,脂っこくない
# ハンバーガー > チャーハン = ラーメン = ピザ > カレー
ハンバーガー,1,チャーハン,2,ラーメン,2,ピザ,2,カレー,5
# 高価だ,安価だ
# 洗濯機 > エアコン > カーナビ > カメラ > プリンタ
洗濯機,1,エアコン,2,カーナビ,3,カメラ,4,プリンタ,5
# うるさい,静かだ
# 洗濯機 = プリンタ > カーナビ > エアコン = カメラ
洗濯機,1,プリンタ,1,カーナビ,3,エアコン,4,カメラ,4
# 好きだ,嫌いだ
# 雷 > 霧 = 霜 = 晴天 > 雪 = 雨 = 強風
雷,1,霧,2,霜,2,晴天,2,雪,5,雨,5,強風,5
# 珍しい,珍しくない
# 霜 > 霧 = 雷 > 強風 = 晴天 = 雨 = 雪
霜,1,霧,2,雷,2,強風,4,晴天,4,雨,4,雪,4
# 好きだ,嫌いだ
# 鶏肉 > 豚肉 > 牛肉 > ラム肉 = 馬肉
鶏肉,1,豚肉,2,牛肉,3,ラム肉,4,馬肉,4
# 高価だ,安価だ
# 牛肉 = ラム肉 = 馬肉 > 鶏肉 = 豚肉
牛肉,1,ラム肉,1,馬肉,1,鶏肉,4,豚肉,4
# 有名だ,無名だ
# 銀閣寺 > 善光寺 > 薬師寺 >> 中尊寺 = 増上寺 = 東寺
銀閣寺,1,善光寺,2,薬師寺,3,中尊寺,4,増上寺,4,東寺,4
# 立派だ,立派でない
# 善光寺 > 銀閣寺 > 薬師寺 > 中尊寺 = 増上寺 = 東寺
善光寺,1,銀閣寺,2,薬師寺,3,中尊寺,4,増上寺,4,東寺,4
# メジャーだ,マイナーだ
# サッカー = バスケ = 卓球 > 野球 > テニス = バレー > 相撲
サッカー,1,バスケ,1,卓球,1,野球,4,テニス,5,バレー,5,相撲,7
# 得意だ,苦手だ
# サッカー = バスケ > 卓球 > 野球 = バレー > テニス = 相撲
サッカー,1,バスケ,1,卓球,3,野球,4,バレー,4,テニス,6,相撲,6
# 快適だ,不快だ
# バス > 電車 > タクシー > 新幹線 > 飛行機
バス,1,電車,2,タクシー,3,新幹線,4,飛行機,5
# 速い,遅い
# 飛行機 >> 新幹線 > 電車 = バス > タクシー
飛行機,1,新幹線,2,電車,3,バス,3,タクシー,5
# 安全だ,危険だ
# バス = タクシー > 新幹線 > 飛行機 > 電車
バス,1,タクシー,1,新幹線,3,飛行機,4,電車,5
# 可愛い,可愛くない
# 北乃きい > 優香 = 梨花 > 釈由美子 = 友近 > 吹石一恵 = 南明奈
北乃きい,1,優香,2,梨花,2,釈由美子,4,友近,4,吹石一恵,6,南明奈,6
# 面白い,つまらない
# 友近 > 北乃きい > 梨花 = 釈由美子 = 優香 > 南明奈 = 吹石一恵
友近,1,北乃きい,2,梨花,3,釈由美子,3,優香,3,南明奈,6,吹石一恵,6
# 甘い,甘くない
# チョコレートケーキ > ショートケーキ > ロールケーキ > チーズケーキ > シフォンケーキ
チョコレートケーキ,1,ショートケーキ,2,ロールケーキ,3,チーズケーキ,4,シフォンケーキ,5
# 好きだ,嫌いだ
# チョコレートケーキ > チーズケーキ = ロールケーキ > ショートケーキ = シフォンケーキ
チョコレートケーキ,1,チーズケーキ,2,ロールケーキ,2,ショートケーキ,4,シフォンケーキ,4
# 美味しい,不味い
# スコーン > ベーグル > マフィン = カステラ > マカロン
スコーン,1,ベーグル,2,マフィン,3,カステラ,3,マカロン,5
# おしゃれだ,おしゃれでない
# マカロン > スコーン > ベーグル > マフィン > カステラ
マカロン,1,スコーン,2,ベーグル,3,マフィン,4,カステラ,5
# 美味しい,不味い
# ココア > 抹茶 = オレンジジュース > 緑茶 = 紅茶
ココア,1,抹茶,2,オレンジジュース,2,緑茶,4,紅茶,4
# 好きだ,嫌いだ
# カツカレー = 讃岐うどん > お好み焼き > 串かつ >> 牛タン
カツカレー,1,讃岐うどん,1,お好み焼き,3,串かつ,4,牛タン,5
# 高価だ,安価だ
# 串かつ > 牛タン > カツカレー > 讃岐うどん > お好み焼き
串かつ,1,牛タン,2,カツカレー,3,讃岐うどん,4,お好み焼き,5
# 暖かい,寒い
# 沖縄 >> 福岡 > 神戸 = 大阪 = 東京 = 名古屋 >> 札幌
沖縄,1,福岡,2,神戸,3,大阪,3,東京,3,名古屋,3,札幌,7
# 遠い,近い
# 沖縄 = 札幌 >> 福岡 > 神戸 = 名古屋 > 大阪 > 東京
沖縄,1,札幌,1,福岡,3,神戸,4,名古屋,4,大阪,6,東京,7
# ヘルシーだ,ヘルシーでない
# タイ料理 > 韓国料理 = インド料理 > 中華料理 = スペイン料理
タイ料理,1,韓国料理,2,インド料理,2,中華料理,4,スペイン料理,4
# 辛い,辛くない
# 韓国料理 = タイ料理 = 中華料理 > インド料理 > スペイン料理
韓国料理,1,タイ料理,1,中華料理,1,インド料理,4,スペイン料理,5
# 優秀だ,優秀でない
# 科学者 = 宇宙飛行士 > 警察官 = 医師 > 作曲者
科学者,1,宇宙飛行士,1,警察官,3,医師,3,作曲者,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 医師 = 警察官 > 科学者 > 作曲者
宇宙飛行士,1,医師,2,警察官,2,科学者,4,作曲者,5
# 面白い,つまらない
# 美女と野獣 > 不思議の国のアリス > となりのトトロ > 風の谷のナウシカ >> スター・ウォーズ
美女と野獣,1,不思議の国のアリス,2,となりのトトロ,3,風の谷のナウシカ,4,スター・ウォーズ,5
# 新しい,古い
# 美女と野獣 > スター・ウォーズ > 不思議の国のアリス > となりのトトロ = 風の谷のナウシカ
美女と野獣,1,スター・ウォーズ,2,不思議の国のアリス,3,となりのトトロ,4,風の谷のナウシカ,4
# 必須だ,無駄だ
# 国語 > 英語 > 体育 > 数学 > 世界史
国語,1,英語,2,体育,3,数学,4,世界史,5
# 簡単だ,難しい
# 国語 > 体育 > 世界史 = 英語 > 数学
国語,1,体育,2,世界史,3,英語,3,数学,5
# 楽しい,楽しくない
# ドライブ > 釣り > ジョギング > BBQ > 読書 = サーフィン
ドライブ,1,釣り,2,ジョギング,3,BBQ,4,読書,5,サーフィン,5
# 有意義だ,有意義でない
# 読書 = ジョギング >> 釣り > ドライブ = BBQ = サーフィン
読書,1,ジョギング,1,釣り,3,ドライブ,4,BBQ,4,サーフィン,4
# 手軽だ,手軽でない
# 読書 > ジョギング >> 釣り = ドライブ > サーフィン = BBQ
読書,1,ジョギング,2,釣り,3,ドライブ,3,サーフィン,5,BBQ,5
# 面白い,つまらない
# Twitter > ニコ動 > Youtube > インスタグラム > Facebook
Twitter,1,ニコ動,2,Youtube,3,インスタグラム,4,Facebook,5
# 便利だ,便利でない
# Twitter = Youtube > インスタグラム = Facebook = ニコ動
Twitter,1,Youtube,1,インスタグラム,3,Facebook,3,ニコ動,3
# 面白い,つまらない
# GTO > セーラームーン = プリキュア = ドラゴンボール > エヴァ = ジョジョ
GTO,1,セーラームーン,2,プリキュア,2,ドラゴンボール,2,エヴァ,5,ジョジョ,5
# 若い,若くない
# 安倍晋三 = 麻生太郎 = 鳩山由紀夫 > 小泉純一郎 > 田中角栄
安倍晋三,1,麻生太郎,1,鳩山由紀夫,1,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 麻生太郎 = 小泉純一郎 > 田中角栄 > 鳩山由紀夫 = 安倍晋三
麻生太郎,1,小泉純一郎,1,田中角栄,3,鳩山由紀夫,4,安倍晋三,4
# 好調だ,不調だ
# グーグル = ヤフー > アップル = マイクロソフト > サムスン
グーグル,1,ヤフー,1,アップル,3,マイクロソフト,3,サムスン,5
# 不可欠だ,不要だ
# グーグル > ヤフー > マイクロソフト > サムスン > アップル
グーグル,1,ヤフー,2,マイクロソフト,3,サムスン,4,アップル,5
# 偉大だ,偉大でない
# ニュートン = エジソン > 坂本龍馬 = 宮沢賢治 = 聖徳太子
ニュートン,1,エジソン,1,坂本龍馬,3,宮沢賢治,3,聖徳太子,3
# 好きだ,嫌いだ
# 坂本龍馬 > ニュートン = エジソン = 宮沢賢治 > 聖徳太子
坂本龍馬,1,ニュートン,2,エジソン,2,宮沢賢治,2,聖徳太子,5
# 面白い,つまらない
# 所ジョージ >> タモリ = ビートたけし = 明石家さんま > 島田紳助
所ジョージ,1,タモリ,2,ビートたけし,2,明石家さんま,2,島田紳助,5
# 若い,若くない
# 所ジョージ > ビートたけし = 明石家さんま = タモリ = 島田紳助
所ジョージ,1,ビートたけし,2,明石家さんま,2,タモリ,2,島田紳助,2
# 貴重だ,貴重でない
# 出雲大社 > 琵琶湖 > 大阪城 > 通天閣 = 皇居
出雲大社,1,琵琶湖,2,大阪城,3,通天閣,4,皇居,4
# 新しい,古い
# 江戸時代 > 鎌倉時代 > 平安時代 > 奈良時代 > 弥生時代
江戸時代,1,鎌倉時代,2,平安時代,3,奈良時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 平安時代 > 奈良時代 = 鎌倉時代 > 弥生時代
江戸時代,1,平安時代,2,奈良時代,3,鎌倉時代,3,弥生時代,5
# 重要だ,重要でない
# ルックス > 髪型 = 服装 = 優しさ > 話し方
ルックス,1,髪型,2,服装,2,優しさ,2,話し方,5
# 若い,若くない
# 羽生結弦 > 錦織圭 > ダルビッシュ = 内村航平 > イチロー
羽生結弦,1,錦織圭,2,ダルビッシュ,3,内村航平,3,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー > 羽生結弦 > 錦織圭 > 内村航平 > ダルビッシュ
イチロー,1,羽生結弦,2,錦織圭,3,内村航平,4,ダルビッシュ,5
