# 大きい,小さい
# にわとり = ペンギン > 白鳥 > ふくろう > すずめ
# 沖縄 > 名古屋 = 大阪 > 神戸 = 東京 > 福岡 > 札幌
沖縄,1,名古屋,2,大阪,2,神戸,4,東京,4,福岡,6,札幌,7
# 遠い,近い
# 東京 > 神戸 > 名古屋 > 大阪 > 福岡 > 沖縄 = 札幌
東京,1,神戸,2,名古屋,3,大阪,4,福岡,5,沖縄,6,札幌,6
# ヘルシーだ,ヘルシーでない
# タイ料理 = インド料理 > スペイン料理 > 中華料理 = 韓国料理
タイ料理,1,インド料理,1,スペイン料理,3,中華料理,4,韓国料理,4
# 辛い,辛くない
# タイ料理 = インド料理 > 中華料理 = 韓国料理 > スペイン料理
タイ料理,1,インド料理,1,中華料理,3,韓国料理,3,スペイン料理,5
# 優秀だ,優秀でない
# 宇宙飛行士 > 医師 = 科学者 > 警察官 > 作曲者
宇宙飛行士,1,医師,2,科学者,2,警察官,4,作曲者,5
# 過酷だ,過酷でない
# 宇宙飛行士 > 医師 = 警察官 > 科学者 > 作曲者
宇宙飛行士,1,医師,2,警察官,2,科学者,4,作曲者,5
# 面白い,つまらない
# 風の谷のナウシカ = スター・ウォーズ > となりのトトロ > 不思議の国のアリス = 美女と野獣
風の谷のナウシカ,1,スター・ウォーズ,1,となりのトトロ,3,不思議の国のアリス,4,美女と野獣,4
# 新しい,古い
# 風の谷のナウシカ = スター・ウォーズ > となりのトトロ > 不思議の国のアリス > 美女と野獣
風の谷のナウシカ,1,スター・ウォーズ,1,となりのトトロ,3,不思議の国のアリス,4,美女と野獣,5
# 必須だ,無駄だ
# 英語 = 国語 > 世界史 > 体育 = 数学
英語,1,国語,1,世界史,3,体育,4,数学,4
# 簡単だ,難しい
# 国語 > 体育 > 世界史 > 英語 > 数学
国語,1,体育,2,世界史,3,英語,4,数学,5
# 楽しい,楽しくない
# 読書 > ＢＢＱ = ドライブ > ジョギング > サーフィン = 釣り
読書,1,ＢＢＱ,2,ドライブ,2,ジョギング,4,サーフィン,5,釣り,5
# 有意義だ,有意義でない
# 読書 > ジョギング >> ドライブ > ＢＢＱ > サーフィン > 釣り
読書,1,ジョギング,2,ドライブ,3,ＢＢＱ,4,サーフィン,5,釣り,6
# 手軽だ,手軽でない
# 読書 >> ジョギング > ドライブ > ＢＢＱ > 釣り >> サーフィン
読書,1,ジョギング,2,ドライブ,3,ＢＢＱ,4,釣り,5,サーフィン,6
# 面白い,つまらない
# Ｙｏｕｔｕｂｅ = ニコ動 > Ｆａｃｅｂｏｏｋ = Ｔｗｉｔｔｅｒ > インスタグラム
Ｙｏｕｔｕｂｅ,1,ニコ動,1,Ｆａｃｅｂｏｏｋ,3,Ｔｗｉｔｔｅｒ,3,インスタグラム,5
# 便利だ,便利でない
# Ｙｏｕｔｕｂｅ = Ｔｗｉｔｔｅｒ = ニコ動 > インスタグラム = Ｆａｃｅｂｏｏｋ
Ｙｏｕｔｕｂｅ,1,Ｔｗｉｔｔｅｒ,1,ニコ動,1,インスタグラム,4,Ｆａｃｅｂｏｏｋ,4
# 面白い,つまらない
# ドラゴンボール = ジョジョ > エヴァ = ＧＴＯ > セーラームーン > プリキュア
ドラゴンボール,1,ジョジョ,1,エヴァ,3,ＧＴＯ,3,セーラームーン,5,プリキュア,6
# 若い,若くない
# 鳩山由紀夫 > 安倍晋三 > 麻生太郎 > 小泉純一郎 > 田中角栄
鳩山由紀夫,1,安倍晋三,2,麻生太郎,3,小泉純一郎,4,田中角栄,5
# 好きだ,嫌いだ
# 田中角栄 > 安倍晋三 > 小泉純一郎 = 麻生太郎 > 鳩山由紀夫
田中角栄,1,安倍晋三,2,小泉純一郎,3,麻生太郎,3,鳩山由紀夫,5
# 好調だ,不調だ
# グーグル > アップル = マイクロソフト > ヤフー > サムスン
グーグル,1,アップル,2,マイクロソフト,2,ヤフー,4,サムスン,5
# 不可欠だ,不要だ
# マイクロソフト > グーグル = アップル >> ヤフー > サムスン
マイクロソフト,1,グーグル,2,アップル,2,ヤフー,4,サムスン,5
# 偉大だ,偉大でない
# エジソン = ニュートン > 坂本龍馬 > 宮沢賢治 = 聖徳太子
エジソン,1,ニュートン,1,坂本龍馬,3,宮沢賢治,4,聖徳太子,4
# 好きだ,嫌いだ
# 坂本龍馬 > 宮沢賢治 > エジソン = ニュートン = 聖徳太子
坂本龍馬,1,宮沢賢治,2,エジソン,3,ニュートン,3,聖徳太子,3
# 面白い,つまらない
# 所ジョージ = ビートたけし > 明石家さんま > 島田紳助 = タモリ
所ジョージ,1,ビートたけし,1,明石家さんま,3,島田紳助,4,タモリ,4
# 若い,若くない
# 所ジョージ > ビートたけし > 明石家さんま > 島田紳助 > タモリ
所ジョージ,1,ビートたけし,2,明石家さんま,3,島田紳助,4,タモリ,5
# 貴重だ,貴重でない
# 出雲大社 > 大阪城 = 皇居 > 通天閣 > 琵琶湖
出雲大社,1,大阪城,2,皇居,2,通天閣,4,琵琶湖,5
# 印象的だ,印象的でない
# 出雲大社 > 大阪城 = 通天閣 > 皇居 > 琵琶湖
出雲大社,1,大阪城,2,通天閣,2,皇居,4,琵琶湖,5
# 新しい,古い
# 江戸時代 > 奈良時代 > 鎌倉時代 > 平安時代 > 弥生時代
江戸時代,1,奈良時代,2,鎌倉時代,3,平安時代,4,弥生時代,5
# 長い,短い
# 江戸時代 > 弥生時代 > 奈良時代 > 平安時代 > 鎌倉時代
江戸時代,1,弥生時代,2,奈良時代,3,平安時代,4,鎌倉時代,5
# 重要だ,重要でない
# 話し方 > 優しさ > ルックス = 服装 = 髪型
話し方,1,優しさ,2,ルックス,3,服装,3,髪型,3
# 若い,若くない
# 羽生結弦 > 内村航平 > 錦織圭 = ダルビッシュ > イチロー
羽生結弦,1,内村航平,2,錦織圭,3,ダルビッシュ,3,イチロー,5
# 素晴らしい,素晴らしくない
# イチロー = 羽生結弦 > 錦織圭 = ダルビッシュ > 内村航平
イチロー,1,羽生結弦,1,錦織圭,3,ダルビッシュ,3,内村航平,5
